Item,Region_Number,Region_Name,Average_Annual_Percent_Growth,Year,Spending,Population,State,SpendingAdjusted,perCapSpendAdjusted
Physician & Clinical Services (Millions of Dollars),2,Mideast,7.6,2010,22066,12702379,Pennsylvania,31743.503843049493,0.0024990203679995295
Physician & Clinical Services (Millions of Dollars),1,New England,7.3,2010,1712,1052567,Rhode Island,2462.8332538430495,0.0023398351400367385
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.6,2010,6025,4625364,South Carolina,8667.38922570349,0.0018738826232278128
Physician & Clinical Services (Millions of Dollars),4,Plains,7.7,2010,1312,814180,South Dakota,1887.4049235058885,0.002318166650502209
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.3,2010,11541,6346105,Tennessee,16602.54590105294,0.0026161788846943033
Physician & Clinical Services (Millions of Dollars),6,Southwest,8.2,2010,39306,25145561,Texas,56544.46488058114,0.0022486857573223813
Physician & Clinical Services (Millions of Dollars),7,Rocky Mountains,8.5,2010,3507,2763885,Utah,5045.06788623106,0.0018253537633552263
Physician & Clinical Services (Millions of Dollars),1,New England,8.1,2010,774,625741,Vermont,1113.4538192024067,0.0017794164345989903
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.5,2010,12819,8001024,Virginia,18441.03941648017,0.0023048349081917726
Physician & Clinical Services (Millions of Dollars),8,Far West,8.4,2010,12411,6724540,Washington,17854.102519536267,0.0026550667435298572
Physician & Clinical Services (Millions of Dollars),5,Southeast,6.7,2010,2512,1852994,West Virginia,3613.6899145173716,0.0019501897548062064
Physician & Clinical Services (Millions of Dollars),3,Great Lakes,7.7,2010,10988,5686986,Wisconsin,15807.016234361816,0.0027795067957546962
Physician & Clinical Services (Millions of Dollars),7,Rocky Mountains,7.2,2010,701,563626,Wyoming,1008.4381489158748,0.0017891973558989023
Other Professional Services (Millions of Dollars),5,Southeast,10.0,2010,663,4779736,Alabama,953.7724575338444,0.00019954500782759643
Other Professional Services (Millions of Dollars),8,Far West,11.1,2010,230,710231,Alaska,330.8712899438676,0.0004658643313849545
Other Professional Services (Millions of Dollars),6,Southwest,11.2,2010,1361,6392017,Arizona,1957.8948939721909,0.0003063031424935495
Other Professional Services (Millions of Dollars),5,Southeast,10.3,2010,566,2915918,Arkansas,814.231087427083,0.0002792366203120537
Other Professional Services (Millions of Dollars),8,Far West,8.5,2010,8005,37253956,California,11515.759460872438,0.0003091150765538145
Other Professional Services (Millions of Dollars),7,Rocky Mountains,10.8,2010,1274,5029196,Colorado,1832.739232123858,0.0003644199255952359
Other Professional Services (Millions of Dollars),1,New England,9.7,2010,1049,3574097,Connecticut,1509.060796309205,0.00042222155590886454
Other Professional Services (Millions of Dollars),2,Mideast,11.4,2010,235,897934,Delaware,338.06414407308216,0.0003764910829449405
Other Professional Services (Millions of Dollars),2,Mideast,8.7,2010,139,601723,District of Columbia,199.9613447921635,0.0003323146111951238
Other Professional Services (Millions of Dollars),5,Southeast,11.1,2010,5202,18801310,Florida,7483.44543603478,0.00039802787337875817
Other Professional Services (Millions of Dollars),5,Southeast,10.9,2010,1820,9687653,Georgia,2618.198903034083,0.00027026142482953125
Other Professional Services (Millions of Dollars),8,Far West,9.9,2010,292,1360301,Hawaii,420.0626811461276,0.00030880127350206137
Other Professional Services (Millions of Dollars),7,Rocky Mountains,10.6,2010,393,1567582,Idaho,565.3583345562607,0.0003606563066916185
Other Professional Services (Millions of Dollars),3,Great Lakes,9.9,2010,3414,12830632,Illinois,4911.28079942767,0.000382777777386778
Other Professional Services (Millions of Dollars),3,Great Lakes,9.4,2010,1168,6483802,Indiana,1680.2507245845104,0.000259145903064978
Other Professional Services (Millions of Dollars),4,Plains,8.2,2010,631,3046355,Iowa,907.7381911068717,0.00029797518382029397
Other Professional Services (Millions of Dollars),4,Plains,8.8,2010,628,2853118,Kansas,903.4224786293429,0.00031664392381574924
Other Professional Services (Millions of Dollars),5,Southeast,10.5,2010,837,4339367,Kentucky,1204.0837812305097,0.00027747913030414564
Other Professional Services (Millions of Dollars),5,Southeast,10.0,2010,896,4533372,Louisiana,1288.959459955241,0.0002843268674962569
Other Professional Services (Millions of Dollars),1,New England,10.4,2010,364,1328361,Maine,523.6397806068165,0.0003941999054525212
Other Professional Services (Millions of Dollars),2,Mideast,10.2,2010,1485,5773552,Maryland,2136.2776763767106,0.00037001098740891406
Other Professional Services (Millions of Dollars),1,New England,9.6,2010,1751,6547629,Massachusetts,2518.9375160509226,0.00038470987223786235
Other Professional Services (Millions of Dollars),3,Great Lakes,8.5,2010,2189,9883640,Michigan,3149.031537770114,0.0003186105056204105
Other Professional Services (Millions of Dollars),4,Plains,9.5,2010,1213,5303925,Minnesota,1744.986411747441,0.00032899907365723327
Other Professional Services (Millions of Dollars),5,Southeast,10.3,2010,421,2967297,Mississippi,605.6383176798621,0.00020410438108482638
Other Professional Services (Millions of Dollars),4,Plains,9.5,2010,1224,5988927,Missouri,1760.810690831713,0.00029401104585708137
Other Professional Services (Millions of Dollars),7,Rocky Mountains,9.5,2010,229,989415,Montana,329.43271911802475,0.0003329570697008078
Other Professional Services (Millions of Dollars),4,Plains,10.0,2010,475,1826341,Nebraska,683.3211422753789,0.00037414762208994864
Other Professional Services (Millions of Dollars),8,Far West,11.9,2010,606,2700551,Nevada,871.7739204607991,0.0003228133519643951
Other Professional Services (Millions of Dollars),1,New England,9.7,2010,310,1316470,New Hampshire,445.9569560112999,0.0003387520839907479
Other Professional Services (Millions of Dollars),2,Mideast,10.2,2010,2622,8791894,New Jersey,3771.932705360091,0.00042902390603891393
Other Professional Services (Millions of Dollars),6,Southwest,9.9,2010,444,2059179,New Mexico,638.7254466742488,0.0003101845185261936
Other Professional Services (Millions of Dollars),2,Mideast,9.2,2010,5213,19378102,New York,7499.269715119052,0.00038699712258295744
Other Professional Services (Millions of Dollars),5,Southeast,11.0,2010,1874,9535483,North Carolina,2695.8817276295995,0.0002827210459742416
Other Professional Services (Millions of Dollars),4,Plains,9.2,2010,144,672591,North Dakota,207.154198921378,0.0003079943069731501
Other Professional Services (Millions of Dollars),3,Great Lakes,8.8,2010,2178,11536504,Ohio,3133.207258685842,0.00027159070535457205
Other Professional Services (Millions of Dollars),6,Southwest,9.5,2010,724,3751351,Oklahoma,1041.5252779102616,0.000277640049654181
Other Professional Services (Millions of Dollars),8,Far West,10.1,2010,1049,3831074,Oregon,1509.060796309205,0.0003939001951696065
Other Professional Services (Millions of Dollars),2,Mideast,9.7,2010,3508,12702379,Pennsylvania,5046.506457056903,0.0003972882919850607
Other Professional Services (Millions of Dollars),1,New England,10.3,2010,292,1052567,Rhode Island,420.0626811461276,0.0003990840308941166
Other Professional Services (Millions of Dollars),5,Southeast,10.8,2010,716,4625364,South Carolina,1030.0167113035184,0.00022268878974790273
Other Professional Services (Millions of Dollars),4,Plains,9.5,2010,183,814180,South Dakota,263.2584611292512,0.00032334184225754896
Other Professional Services (Millions of Dollars),5,Southeast,10.7,2010,1253,6346105,Tennessee,1802.5292447811573,0.0002840370975237815
Other Professional Services (Millions of Dollars),6,Southwest,10.8,2010,4820,25145561,Texas,6933.911380562792,0.00027575091208196915
Other Professional Services (Millions of Dollars),7,Rocky Mountains,11.4,2010,484,2763885,Utah,696.268279707965,0.00025191651595777865
Other Professional Services (Millions of Dollars),1,New England,10.2,2010,166,625741,Vermont,238.80275708992187,0.0003816319485057266
Other Professional Services (Millions of Dollars),5,Southeast,10.7,2010,1526,8001024,Virginia,2195.2590802362697,0.0002743722653795651
Other Professional Services (Millions of Dollars),8,Far West,10.2,2010,1959,6724540,Washington,2818.1602478262466,0.00041908595202441306
Other Professional Services (Millions of Dollars),5,Southeast,9.3,2010,301,1852994,West Virginia,433.00981857871375,0.0002336811768298838
Other Professional Services (Millions of Dollars),3,Great Lakes,9.6,2010,1174,5686986,Wisconsin,1688.8821495395678,0.00029697315054750753
Other Professional Services (Millions of Dollars),7,Rocky Mountains,10.0,2010,147,563626,Wyoming,211.4699113989067,0.0003751954512370024
Dental Services (Millions of Dollars),5,Southeast,6.3,2010,1226,4779736,Alabama,1763.6878324833988,0.00036899272940668664
Dental Services (Millions of Dollars),8,Far West,7.3,2010,321,710231,Alaska,461.7812350955718,0.0006501845668459582
Dental Services (Millions of Dollars),6,Southwest,8.0,2010,2016,6392017,Arizona,2900.158784899292,0.0004537157496451108
Dental Services (Millions of Dollars),5,Southeast,7.0,2010,747,2915918,Arkansas,1074.6124069046484,0.00036853313670159735
Dental Services (Millions of Dollars),8,Far West,6.2,2010,14395,37253956,California,20708.227038008587,0.0005558665242963348
Dental Services (Millions of Dollars),7,Rocky Mountains,7.5,2010,2003,5029196,Colorado,2881.457364163334,0.0005729459269758694
Dental Services (Millions of Dollars),1,New England,6.1,2010,1648,3574097,Connecticut,2370.764720989104,0.0006633185168139264
Dental Services (Millions of Dollars),2,Mideast,6.9,2010,347,897934,Delaware,499.1840765674873,0.0005559251309867844
Dental Services (Millions of Dollars),2,Mideast,5.9,2010,297,601723,District of Columbia,427.2555352753421,0.0007100535217622429
Dental Services (Millions of Dollars),5,Southeast,7.3,2010,5295,18801310,Florida,7617.232522838171,0.00040514371194550646
Dental Services (Millions of Dollars),5,Southeast,7.5,2010,2885,9687653,Georgia,4150.276832556774,0.00042840890694131737
Dental Services (Millions of Dollars),8,Far West,5.5,2010,494,1360301,Hawaii,710.653987966394,0.0005224240722945834
Dental Services (Millions of Dollars),7,Rocky Mountains,7.5,2010,587,1567582,Idaho,844.4410747697839,0.0005386902087225956
Dental Services (Millions of Dollars),3,Great Lakes,5.7,2010,4349,12830632,Illinois,6256.344521590784,0.00048761000405831795
Dental Services (Millions of Dollars),3,Great Lakes,6.4,2010,1952,6483802,Indiana,2808.0902520453465,0.0004330931530674975
Dental Services (Millions of Dollars),4,Plains,5.8,2010,939,3046355,Iowa,1350.8180054664856,0.00044342107386252937
Dental Services (Millions of Dollars),4,Plains,6.3,2010,935,2853118,Kansas,1345.063722163114,0.0004714364152352318
Dental Services (Millions of Dollars),5,Southeast,6.6,2010,1041,4339367,Kentucky,1497.5522297024618,0.0003451084523854428
Dental Services (Millions of Dollars),5,Southeast,6.1,2010,1129,4533372,Louisiana,1624.1464623766374,0.0003582645462090112
Dental Services (Millions of Dollars),1,New England,7.2,2010,489,1328361,Maine,703.4611338371794,0.0005295707521051728
Dental Services (Millions of Dollars),2,Mideast,6.8,2010,2057,5773552,Maryland,2959.140188758851,0.0005125337381145698
Dental Services (Millions of Dollars),1,New England,6.7,2010,3057,6547629,Massachusetts,4397.711014601754,0.0006716493885957427
Dental Services (Millions of Dollars),3,Great Lakes,5.0,2010,3544,9883640,Michigan,5098.295006787248,0.0005158317185558406
Dental Services (Millions of Dollars),4,Plains,6.4,2010,2303,5303925,Minnesota,3313.0286119162047,0.0006246371530359507
Dental Services (Millions of Dollars),5,Southeast,6.5,2010,639,2967297,Mississippi,919.2467577136148,0.00030979263542328753
Dental Services (Millions of Dollars),4,Plains,6.2,2010,1656,5988927,Missouri,2382.2732875958473,0.00039777965027722786
Dental Services (Millions of Dollars),7,Rocky Mountains,6.5,2010,315,989415,Montana,453.1498101405144,0.00045799771596399325
Dental Services (Millions of Dollars),4,Plains,6.1,2010,560,1826341,Nebraska,805.5996624720256,0.0004411003544639394
Dental Services (Millions of Dollars),8,Far West,8.4,2010,875,2700551,Nevada,1258.7494726125399,0.0004661083877373691
Dental Services (Millions of Dollars),1,New England,8.0,2010,625,1316470,New Hampshire,899.1067661518142,0.000682967911271669
Dental Services (Millions of Dollars),2,Mideast,6.0,2010,3378,8791894,New Jersey,4859.492249697325,0.0005527241627000195
Dental Services (Millions of Dollars),6,Southwest,7.3,2010,592,2059179,New Mexico,851.6339288989984,0.0004135793580349248
Dental Services (Millions of Dollars),2,Mideast,5.7,2010,6691,19378102,New York,9625.47739571486,0.0004967193069638534
Dental Services (Millions of Dollars),5,Southeast,7.9,2010,3229,9535483,North Carolina,4645.145196646733,0.0004871431469854996
Dental Services (Millions of Dollars),4,Plains,7.1,2010,274,672591,North Dakota,394.16840628095537,0.0005860447229905773
Dental Services (Millions of Dollars),3,Great Lakes,5.6,2010,3673,11536504,Ohio,5283.870643320982,0.0004580131592136562
Dental Services (Millions of Dollars),6,Southwest,6.6,2010,1147,3751351,Oklahoma,1650.0407372418094,0.000439852399106831
Dental Services (Millions of Dollars),8,Far West,6.7,2010,1600,3831074,Oregon,2301.7133213486445,0.0006008010603158917
Dental Services (Millions of Dollars),2,Mideast,5.7,2010,4011,12702379,Pennsylvania,5770.107582455883,0.000454254087557605
Dental Services (Millions of Dollars),1,New England,6.1,2010,352,1052567,Rhode Island,506.3769306967018,0.00048108759888605836
Dental Services (Millions of Dollars),5,Southeast,7.7,2010,1310,4625364,South Carolina,1884.5277818542027,0.00040743340023708465
Dental Services (Millions of Dollars),4,Plains,7.7,2010,290,814180,South Dakota,417.18553949444185,0.0005123996407360066
Dental Services (Millions of Dollars),5,Southeast,6.7,2010,1844,6346105,Tennessee,2652.7246028543127,0.0004180083063318859
Dental Services (Millions of Dollars),6,Southwest,7.6,2010,7559,25145561,Texas,10874.156872546502,0.000432448370213196
Dental Services (Millions of Dollars),7,Rocky Mountains,8.2,2010,1006,2763885,Utah,1447.2022507979602,0.0005236116013502589
Dental Services (Millions of Dollars),1,New England,7.1,2010,252,625741,Vermont,362.5198481124115,0.0005793448856833922
Dental Services (Millions of Dollars),5,Southeast,7.5,2010,2954,8001024,Virginia,4249.538219539935,0.0005311242935329197
Dental Services (Millions of Dollars),8,Far West,6.8,2010,3168,6724540,Washington,4557.392376270316,0.0006777255211910876
Dental Services (Millions of Dollars),5,Southeast,5.7,2010,407,1852994,West Virginia,585.4983261180614,0.00031597421584638775
Dental Services (Millions of Dollars),3,Great Lakes,6.0,2010,2398,5686986,Wisconsin,3449.692840371281,0.0006065942206242956
Dental Services (Millions of Dollars),7,Rocky Mountains,6.4,2010,171,563626,Wyoming,245.99561121913638,0.00043645185143896195
Home Health Care (Millions of Dollars),5,Southeast,11.3,2010,946,4779736,Alabama,1360.888001247386,0.0002847203279108691
Home Health Care (Millions of Dollars),8,Far West,15.7,2010,101,710231,Alaska,145.29565341013318,0.00020457520639078437
Home Health Care (Millions of Dollars),6,Southwest,12.8,2010,813,6392017,Arizona,1169.5580814102798,0.00018297167880033482
Home Health Care (Millions of Dollars),5,Southeast,11.2,2010,427,2915918,Arkansas,614.2697426349195,0.00021066084253223839
Home Health Care (Millions of Dollars),8,Far West,12.2,2010,9151,37253956,California,13164.361627288405,0.00035336815309730877
Home Health Care (Millions of Dollars),7,Rocky Mountains,11.5,2010,765,5029196,Colorado,1100.5066817698207,0.00021882358169572646
Home Health Care (Millions of Dollars),1,New England,9.4,2010,907,3574097,Connecticut,1304.7837390395127,0.00036506668370766453
Home Health Care (Millions of Dollars),2,Mideast,12.3,2010,193,897934,Delaware,277.6441693876802,0.00030920331492924894
Home Health Care (Millions of Dollars),2,Mideast,12.8,2010,310,601723,District of Columbia,445.9569560112999,0.000741133305543082
Home Health Care (Millions of Dollars),5,Southeast,10.9,2010,5631,18801310,Florida,8100.592320321385,0.00043085254805762924
Home Health Care (Millions of Dollars),5,Southeast,11.9,2010,1364,9687653,Georgia,1962.2106064497193,0.00020254757333378057
Home Health Care (Millions of Dollars),8,Far West,11.5,2010,161,1360301,Hawaii,231.60990296070736,0.00017026371586928728
Home Health Care (Millions of Dollars),7,Rocky Mountains,11.7,2010,234,1567582,Idaho,336.6255732472393,0.00021474192306829198
Home Health Care (Millions of Dollars),3,Great Lakes,10.1,2010,2550,12830632,Illinois,3668.3556058994022,0.0002859060727405635
Home Health Care (Millions of Dollars),3,Great Lakes,11.4,2010,856,6483802,Indiana,1231.4166269215248,0.00018992199745173044
Home Health Care (Millions of Dollars),4,Plains,11.6,2010,422,3046355,Iowa,607.0768885057049,0.00019927975843449136
Home Health Care (Millions of Dollars),4,Plains,11.0,2010,339,2853118,Kansas,487.6755099607441,0.0001709272136521322
Home Health Care (Millions of Dollars),5,Southeast,11.7,2010,640,4339367,Kentucky,920.6853285394578,0.0002121704222158342
Home Health Care (Millions of Dollars),5,Southeast,12.9,2010,1296,4533372,Louisiana,1864.3877902924019,0.00041125850477137147
Home Health Care (Millions of Dollars),1,New England,9.3,2010,233,1328361,Maine,335.18700242139636,0.0002523312581605425
Home Health Care (Millions of Dollars),2,Mideast,9.5,2010,892,5773552,Maryland,1283.2051766518694,0.00022225575809343525
Home Health Care (Millions of Dollars),1,New England,12.7,2010,3037,6547629,Massachusetts,4368.939598084896,0.0006672552152977659
Home Health Care (Millions of Dollars),3,Great Lakes,12.8,2010,2613,9883640,Michigan,3758.985567927505,0.000380324006937475
Home Health Care (Millions of Dollars),4,Plains,14.5,2010,1992,5303925,Minnesota,2865.6330850790623,0.0005402853707545002
Home Health Care (Millions of Dollars),5,Southeast,10.6,2010,582,2967297,Mississippi,837.2482206405695,0.00028215855057332295
Home Health Care (Millions of Dollars),4,Plains,9.8,2010,1153,5988927,Missouri,1658.6721621968668,0.00027695648355654807
Home Health Care (Millions of Dollars),7,Rocky Mountains,11.1,2010,116,989415,Montana,166.8742157977767,0.00016865947635499434
Home Health Care (Millions of Dollars),4,Plains,10.6,2010,169,1826341,Nebraska,243.11846956745057,0.00013311778554358171
Home Health Care (Millions of Dollars),8,Far West,15.5,2010,550,2700551,Nevada,791.2139542135965,0.00029298241514920343
Home Health Care (Millions of Dollars),1,New England,10.0,2010,233,1316470,New Hampshire,335.18700242139636,0.00025461043732207824
Home Health Care (Millions of Dollars),2,Mideast,7.8,2010,1929,8791894,New Jersey,2775.0031230509594,0.0003156320040995671
Home Health Care (Millions of Dollars),6,Southwest,13.6,2010,470,2059179,New Mexico,676.1282881461643,0.00032834847681826804
Home Health Care (Millions of Dollars),2,Mideast,9.2,2010,7893,19378102,New York,11354.639528378031,0.0005859520983209827
Home Health Care (Millions of Dollars),5,Southeast,13.7,2010,1930,9535483,North Carolina,2776.441693876802,0.0002911694870492457
Home Health Care (Millions of Dollars),4,Plains,10.1,2010,42,672591,North Dakota,60.41997468540191,8.983167286716878e-05
Home Health Care (Millions of Dollars),3,Great Lakes,11.0,2010,2694,11536504,Ohio,3875.50980482078,0.00033593450882700513
Home Health Care (Millions of Dollars),6,Southwest,9.8,2010,886,3751351,Oklahoma,1274.573751696812,0.0003397639281679619
Home Health Care (Millions of Dollars),8,Far West,10.5,2010,476,3831074,Oregon,684.7597131012217,0.00017873831544397778
Home Health Care (Millions of Dollars),2,Mideast,9.9,2010,2393,12702379,Pennsylvania,3442.499986242066,0.0002710122242646095
Home Health Care (Millions of Dollars),1,New England,8.8,2010,234,1052567,Rhode Island,336.6255732472393,0.00031981391516857293
Home Health Care (Millions of Dollars),5,Southeast,10.5,2010,789,4625364,South Carolina,1135.0323815900504,0.00024539309373058
Home Health Care (Millions of Dollars),4,Plains,11.3,2010,44,814180,South Dakota,63.29711633708772,7.774339376684237e-05
Home Health Care (Millions of Dollars),5,Southeast,12.1,2010,1335,6346105,Tennessee,1920.4920525002751,0.00030262531938886534
Home Health Care (Millions of Dollars),6,Southwest,13.3,2010,7004,25145561,Texas,10075.75006420369,0.0004006969685108115
Home Health Care (Millions of Dollars),7,Rocky Mountains,16.9,2010,457,2763885,Utah,657.4268674102066,0.00023786332188575378
Home Health Care (Millions of Dollars),1,New England,10.4,2010,152,625741,Vermont,218.6627655281212,0.0003494461215233159
Home Health Care (Millions of Dollars),5,Southeast,11.3,2010,1098,8001024,Virginia,1579.550766775507,0.00019741857626917595
Home Health Care (Millions of Dollars),8,Far West,10.4,2010,978,6724540,Washington,1406.9222676743589,0.00020922208324649104
Home Health Care (Millions of Dollars),5,Southeast,12.6,2010,373,1852994,West Virginia,536.5869180394027,0.0002895783354071317
Home Health Care (Millions of Dollars),3,Great Lakes,11.3,2010,1105,5686986,Wisconsin,1589.6207625564075,0.0002795190215971004
Home Health Care (Millions of Dollars),7,Rocky Mountains,7.7,2010,37,563626,Wyoming,53.2271205561874,9.443695031135434e-05
Prescription Drugs (Millions of Dollars),5,Southeast,10.0,2010,5178,4779736,Alabama,7448.919736214551,0.0015584374819476539
Prescription Drugs (Millions of Dollars),8,Far West,9.8,2010,398,710231,Alaska,572.5511886854753,0.0008061478430052691
Prescription Drugs (Millions of Dollars),6,Southwest,11.0,2010,3852,6392017,Arizona,5541.374821146862,0.0008669211645004795
Prescription Drugs (Millions of Dollars),5,Southeast,9.1,2010,2597,2915918,Arkansas,3735.9684347140187,0.001281232337368204
Prescription Drugs (Millions of Dollars),8,Far West,9.6,2010,24695,37253956,California,35525.50654419048,0.0009536035996872515
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.5,2010,2236,5029196,Colorado,3216.6443665847305,0.0006395941551263324
Prescription Drugs (Millions of Dollars),1,New England,10.2,2010,4116,3574097,Connecticut,5921.157519169388,0.0016566862956347822
Prescription Drugs (Millions of Dollars),2,Mideast,12.2,2010,983,897934,Delaware,1414.1151218035734,0.0015748541895101126
Prescription Drugs (Millions of Dollars),2,Mideast,9.5,2010,563,601723,District of Columbia,809.9153749495542,0.0013459937129701777
Prescription Drugs (Millions of Dollars),5,Southeast,11.2,2010,17237,18801310,Florida,24796.645325054116,0.0013188785954305374
Prescription Drugs (Millions of Dollars),5,Southeast,10.4,2010,7284,9687653,Georgia,10478.549895439703,0.0010816396804715965
Prescription Drugs (Millions of Dollars),8,Far West,10.5,2010,1107,1360301,Hawaii,1592.4979042080931,0.0011706952389273352
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.9,2010,938,1567582,Idaho,1349.3794346406428,0.0008608030933250336
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.2,2010,10249,12830632,Illinois,14743.912394063911,0.001149118172360014
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.3,2010,5147,6483802,Indiana,7404.32404061342,0.0011419725711262342
Prescription Drugs (Millions of Dollars),4,Plains,9.2,2010,2553,3046355,Iowa,3672.671318376931,0.0012055953158371007
Prescription Drugs (Millions of Dollars),4,Plains,9.5,2010,2229,2853118,Kansas,3206.5743708038303,0.0011238842455180019
Prescription Drugs (Millions of Dollars),5,Southeast,9.2,2010,3928,4339367,Kentucky,5650.706203910921,0.0013021959663496823
Prescription Drugs (Millions of Dollars),5,Southeast,9.2,2010,4789,4533372,Louisiana,6889.315684961661,0.0015196890272763102
Prescription Drugs (Millions of Dollars),1,New England,10.0,2010,1138,1328361,Maine,1637.0935998092234,0.0012324161879257397
Prescription Drugs (Millions of Dollars),2,Mideast,10.1,2010,5204,5773552,Maryland,7486.322577686466,0.0012966580326437634
Prescription Drugs (Millions of Dollars),1,New England,10.0,2010,5902,6547629,Massachusetts,8490.445014124813,0.001296720540232932
Prescription Drugs (Millions of Dollars),3,Great Lakes,8.7,2010,7684,9883640,Michigan,11053.978225776864,0.0011184116606611394
Prescription Drugs (Millions of Dollars),4,Plains,9.7,2010,3949,5303925,Minnesota,5680.916191253623,0.00107107777565739
Prescription Drugs (Millions of Dollars),5,Southeast,9.3,2010,2558,2967297,Mississippi,3679.864172506145,0.0012401401587054297
Prescription Drugs (Millions of Dollars),4,Plains,9.8,2010,5434,5988927,Missouri,7817.193867630333,0.0013052745287478597
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.7,2010,630,989415,Montana,906.2996202810288,0.0009159954319279865
Prescription Drugs (Millions of Dollars),4,Plains,9.9,2010,1634,1826341,Nebraska,2350.624729427303,0.0012870678199894232
Prescription Drugs (Millions of Dollars),8,Far West,12.5,2010,1715,2700551,Nevada,2467.148966320578,0.0009135724399652434
Prescription Drugs (Millions of Dollars),1,New England,11.0,2010,1110,1316470,New Hampshire,1596.813616685622,0.0012129510104184843
Prescription Drugs (Millions of Dollars),2,Mideast,10.2,2010,8953,8791894,New Jersey,12879.524603771508,0.0014649317432366118
Prescription Drugs (Millions of Dollars),6,Southwest,9.7,2010,1055,2059179,New Mexico,1517.6922212642623,0.000737037538389942
Prescription Drugs (Millions of Dollars),2,Mideast,10.5,2010,20543,19378102,New York,29552.56047529075,0.0015250492785769602
Prescription Drugs (Millions of Dollars),5,Southeast,10.7,2010,8668,9535483,North Carolina,12469.531918406281,0.001307697986395265
Prescription Drugs (Millions of Dollars),4,Plains,9.8,2010,684,672591,North Dakota,983.9824448765455,0.001462972958122463
Prescription Drugs (Millions of Dollars),3,Great Lakes,8.5,2010,8371,11536504,Ohio,12042.276383130938,0.00104384104431732
Prescription Drugs (Millions of Dollars),6,Southwest,9.5,2010,3331,3751351,Oklahoma,4791.879420882709,0.0012773743168481727
Prescription Drugs (Millions of Dollars),8,Far West,9.7,2010,2348,3831074,Oregon,3377.7642990791355,0.000881675556013571
Prescription Drugs (Millions of Dollars),2,Mideast,9.8,2010,12279,12702379,Pennsylvania,17664.211170525003,0.0013906222740263853
Prescription Drugs (Millions of Dollars),1,New England,10.2,2010,1142,1052567,Rhode Island,1642.8478831125951,0.0015608012441132918
Prescription Drugs (Millions of Dollars),5,Southeast,10.8,2010,4169,4625364,South Carolina,5997.401772939062,0.0012966334699148136
Prescription Drugs (Millions of Dollars),4,Plains,9.7,2010,538,814180,South Dakota,773.9511043034817,0.0009505896783309362
Prescription Drugs (Millions of Dollars),5,Southeast,9.7,2010,6068,6346105,Tennessee,8729.247771214734,0.0013755284180162058
Prescription Drugs (Millions of Dollars),6,Southwest,10.3,2010,18536,25145561,Texas,26665.348827824047,0.0010604396071268423
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,10.2,2010,1351,2763885,Utah,1943.5091857137616,0.0007031801922705762
Prescription Drugs (Millions of Dollars),1,New England,10.5,2010,523,625741,Vermont,752.3725419158382,0.0012023705365571988
Prescription Drugs (Millions of Dollars),5,Southeast,10.1,2010,6246,8001024,Virginia,8985.31337821477,0.0011230204256623614
Prescription Drugs (Millions of Dollars),8,Far West,9.5,2010,4155,6724540,Washington,5977.261781377261,0.0008888729610318716
Prescription Drugs (Millions of Dollars),5,Southeast,9.1,2010,1967,1852994,West Virginia,2829.6688144329896,0.0015270793183534267
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.9,2010,4685,5686986,Wisconsin,6739.704319074,0.0011851100598935886
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,8.3,2010,334,563626,Wyoming,480.4826558315295,0.000852484902810604
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.5,2010,849,4779736,Alabama,1221.3466311406244,0.0002555259602498181
Other Non-durable Medical Products (Millions of Dollars),8,Far West,3.7,2010,87,710231,Alaska,125.15566184833254,0.0001762182470890915
Other Non-durable Medical Products (Millions of Dollars),6,Southwest,6.3,2010,1067,6392017,Arizona,1534.955071174377,0.00024013626233697078
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,5.9,2010,486,2915918,Arkansas,699.1454213596508,0.00023976854676971394
Other Non-durable Medical Products (Millions of Dollars),8,Far West,5.4,2010,6138,37253956,California,8829.947729023737,0.00023702040473295608
Other Non-durable Medical Products (Millions of Dollars),7,Rocky Mountains,5.8,2010,790,5029196,Colorado,1136.4709524158932,0.00022597467913676325
Other Non-durable Medical Products (Millions of Dollars),1,New England,4.7,2010,568,3574097,Connecticut,817.1082290787688,0.00022861948880479986
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,5.1,2010,136,897934,Delaware,195.64563231463478,0.00021788420119366766
Other Non-durable Medical Products (Millions of Dollars),2,Mideast,2.5,2010,67,601723,District of Columbia,96.38424533147447,0.00016018042410124672
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,6.7,2010,4279,18801310,Florida,6155.6445637817815,0.0003274050884636114
Other Non-durable Medical Products (Millions of Dollars),5,Southeast,4.1,2010,949,9687653,Georgia,1365.2037137249147,0.0001409220286611127
