Item,Region_Number,Region_Name,Average_Annual_Percent_Growth,Year,Spending,Population,State,SpendAdjust,perCapSpendAdjusted
Physician & Clinical Services (Millions of Dollars),8,Far West,8.8,2013,2208,737626,Alaska,2973.189524246964,0.004030754778501523
Physician & Clinical Services (Millions of Dollars),6,Southwest,8.7,2013,11686,6634690,Arizona,15735.821005593309,0.002371749246097905
Physician & Clinical Services (Millions of Dollars),5,Southeast,7.5,2013,4156,2960459,Arkansas,5596.275209588037,0.001890340386267142
Physician & Clinical Services (Millions of Dollars),8,Far West,7.2,2013,72936,38253768,California,98212.20613246223,0.0025673864632749966
Physician & Clinical Services (Millions of Dollars),7,Rocky Mountains,8.0,2013,8266,5270774,Colorado,11130.608970754261,0.002111759861218535
Physician & Clinical Services (Millions of Dollars),1,New England,7.7,2013,7561,3595792,Connecticut,10181.288946028666,0.0028314454634830563
Physician & Clinical Services (Millions of Dollars),2,Mideast,8.6,2013,1891,924062,Delaware,2546.332151427088,0.0027555858280365257
Physician & Clinical Services (Millions of Dollars),2,Mideast,6.5,2013,2065,651559,District of Columbia,2780.6324128487236,0.004267660200916147
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.5,2013,41483,19551678,Florida,55859.06749743515,0.0028569960848084316
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.8,2013,17183,9975592,Georgia,23137.824091999813,0.002319443707401006
Physician & Clinical Services (Millions of Dollars),8,Far West,7.1,2013,2655,1408822,Hawaii,3575.0988165197873,0.0025376511841238903
Physician & Clinical Services (Millions of Dollars),7,Rocky Mountains,7.9,2013,1862,1612053,Idaho,2507.282107856815,0.0015553347860503438
Physician & Clinical Services (Millions of Dollars),3,Great Lakes,7.1,2013,22248,12895778,Illinois,29958.11618453191,0.002323094906296612
Physician & Clinical Services (Millions of Dollars),3,Great Lakes,7.9,2013,12078,6570575,Indiana,16263.669870405269,0.0024752277951937646
Physician & Clinical Services (Millions of Dollars),4,Plains,6.5,2013,4031,3093935,Iowa,5427.956056267896,0.0017543859377355685
Physician & Clinical Services (Millions of Dollars),4,Plains,7.0,2013,4854,2894306,Kansas,6536.1693617277015,0.0022582855308760376
Physician & Clinical Services (Millions of Dollars),5,Southeast,7.8,2013,7291,4406906,Kentucky,9817.719574857165,0.002227803264888601
Physician & Clinical Services (Millions of Dollars),5,Southeast,7.2,2013,7558,4626040,Louisiana,10177.249286348984,0.002199991631362674
Physician & Clinical Services (Millions of Dollars),1,New England,8.1,2013,2044,1328543,Maine,2752.3547950909397,0.0020717092296530406
Physician & Clinical Services (Millions of Dollars),2,Mideast,8.1,2013,12159,5925197,Maryland,16372.74068175672,0.002763239885822652
Physician & Clinical Services (Millions of Dollars),1,New England,8.4,2013,15800,6715158,Massachusetts,21275.540979665777,0.0031682859851794665
Physician & Clinical Services (Millions of Dollars),3,Great Lakes,6.1,2013,15665,9914802,Michigan,21093.756294080027,0.0021275015168311004
Physician & Clinical Services (Millions of Dollars),4,Plains,7.4,2013,10450,5414722,Minnesota,14071.481217563758,0.0025987449064908148
Physician & Clinical Services (Millions of Dollars),5,Southeast,7.7,2013,4170,2989839,Mississippi,5615.126954759892,0.001878070008037186
Physician & Clinical Services (Millions of Dollars),4,Plains,7.1,2013,9494,6042989,Missouri,12784.176332971323,0.0021155385742008337
Physician & Clinical Services (Millions of Dollars),7,Rocky Mountains,7.4,2013,1600,1014158,Montana,2154.4851624978,0.0021244077969091602
Physician & Clinical Services (Millions of Dollars),4,Plains,7.6,2013,3351,1865813,Nebraska,4512.2998622063305,0.0024184094880924994
Physician & Clinical Services (Millions of Dollars),8,Far West,9.7,2013,4836,2776956,Nevada,6511.931403649602,0.002344989046873484
Physician & Clinical Services (Millions of Dollars),1,New England,9.2,2013,2712,1327272,New Hampshire,3651.8523504337713,0.0027513971141060545
Physician & Clinical Services (Millions of Dollars),2,Mideast,8.0,2013,19495,8857821,New Jersey,26251.055151809134,0.0029636019007167943
Physician & Clinical Services (Millions of Dollars),6,Southwest,8.0,2013,2926,2092833,New Mexico,3940.014740917852,0.0018826226177233692
Physician & Clinical Services (Millions of Dollars),2,Mideast,7.4,2013,35577,19626488,New York,47906.32414136515,0.00244090150725719
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.8,2013,15561,9846717,North Carolina,20953.714758517668,0.0021279899441121004
Physician & Clinical Services (Millions of Dollars),4,Plains,6.6,2013,1219,723149,North Dakota,1641.4483831780115,0.0022698619277327515
Physician & Clinical Services (Millions of Dollars),3,Great Lakes,6.7,2013,19860,11579692,Ohio,26742.547079503944,0.0023094350937403123
Physician & Clinical Services (Millions of Dollars),6,Southwest,7.0,2013,5673,3853891,Oklahoma,7638.996454281263,0.001982151662898941
Physician & Clinical Services (Millions of Dollars),8,Far West,7.7,2013,7102,3924110,Oregon,9563.22101503711,0.002437042033744495
Physician & Clinical Services (Millions of Dollars),2,Mideast,7.6,2013,24814,12779538,Pennsylvania,33413.37176388776,0.00261459935123537
Physician & Clinical Services (Millions of Dollars),1,New England,7.3,2013,1882,1055560,Rhode Island,2534.213172388038,0.0024008234230058338
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.6,2013,6842,4766469,South Carolina,9213.117176131218,0.0019329019398072699
Physician & Clinical Services (Millions of Dollars),4,Plains,7.7,2013,1412,842751,South Dakota,1901.3331559043086,0.0022561031145668276
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.3,2013,12685,6496943,Tennessee,17081.027678927872,0.0026290868919317703
Physician & Clinical Services (Millions of Dollars),6,Southwest,8.2,2013,44184,26479646,Texas,59496.10776237675,0.0022468619014913097
Physician & Clinical Services (Millions of Dollars),7,Rocky Mountains,8.5,2013,4012,2898773,Utah,5402.371544963235,0.0018636752670744604
Physician & Clinical Services (Millions of Dollars),1,New England,8.1,2013,878,626603,Vermont,1182.273732920668,0.0018867987113382284
Physician & Clinical Services (Millions of Dollars),5,Southeast,8.5,2013,14605,8255861,Virginia,19666.409873925233,0.002382114945240143
Physician & Clinical Services (Millions of Dollars),8,Far West,8.4,2013,13523,6966252,Washington,18209.439282786094,0.0026139506987094487
Physician & Clinical Services (Millions of Dollars),5,Southeast,6.7,2013,2807,1854768,West Virginia,3779.774906957078,0.002037869376092901
Physician & Clinical Services (Millions of Dollars),3,Great Lakes,7.7,2013,11626,5738012,Wisconsin,15655.02781199964,0.0027283016856708632
Physician & Clinical Services (Millions of Dollars),7,Rocky Mountains,7.2,2013,730,582620,Wyoming,982.9838553896213,0.0016871783587752245
Other Professional Services (Millions of Dollars),5,Southeast,10.0,2013,743,4831586,Alabama,1000.489047334916,0.0002070725942443984
Other Professional Services (Millions of Dollars),8,Far West,11.1,2013,300,737626,Alaska,403.96596796833757,0.0005476568992529243
Other Professional Services (Millions of Dollars),6,Southwest,11.2,2013,1533,6634690,Arizona,2064.2660963182047,0.0003111322603344248
Other Professional Services (Millions of Dollars),5,Southeast,10.3,2013,688,2960459,Arkansas,926.4286198740541,0.0003129341159171784
Other Professional Services (Millions of Dollars),8,Far West,8.5,2013,8889,38253768,California,11969.511630901841,0.0003128975851712658
Other Professional Services (Millions of Dollars),7,Rocky Mountains,10.8,2013,1614,5270774,Colorado,2173.336907669656,0.0004123373355923923
Other Professional Services (Millions of Dollars),1,New England,9.7,2013,1136,3595792,Connecticut,1529.6844653734381,0.00042540960805670575
Other Professional Services (Millions of Dollars),2,Mideast,11.4,2013,294,924062,Delaware,395.8866486089708,0.0004284200071087988
Other Professional Services (Millions of Dollars),2,Mideast,8.7,2013,164,651559,District of Columbia,220.83472915602454,0.0003389328198306286
Other Professional Services (Millions of Dollars),5,Southeast,11.1,2013,5563,19551678,Florida,7490.87559935954,0.0003831321076052674
Other Professional Services (Millions of Dollars),5,Southeast,10.9,2013,2028,9975592,Georgia,2730.8099434659616,0.00027374916129949595
Other Professional Services (Millions of Dollars),8,Far West,9.9,2013,316,1408822,Hawaii,425.51081959331555,0.0003020330599559884
Other Professional Services (Millions of Dollars),7,Rocky Mountains,10.6,2013,461,1612053,Idaho,620.7610374446787,0.00038507483156241057
Other Professional Services (Millions of Dollars),3,Great Lakes,9.9,2013,3862,12895778,Illinois,5200.388560979065,0.0004032628788258502
Other Professional Services (Millions of Dollars),3,Great Lakes,9.4,2013,1497,6570575,Indiana,2015.7901801620044,0.00030679052901184516
Other Professional Services (Millions of Dollars),4,Plains,8.2,2013,725,3093935,Iowa,976.2510892568158,0.0003155370391610735
Other Professional Services (Millions of Dollars),4,Plains,8.8,2013,729,2894306,Kansas,981.6373021630602,0.00033916154759139507
Other Professional Services (Millions of Dollars),5,Southeast,10.5,2013,905,4406906,Kentucky,1218.6306700378184,0.00027652749344728893
Other Professional Services (Millions of Dollars),5,Southeast,10.0,2013,1038,4626040,Louisiana,1397.7222491704479,0.00030214227485504837
Other Professional Services (Millions of Dollars),1,New England,10.4,2013,416,1328543,Maine,560.166142249428,0.00042163945182762476
Other Professional Services (Millions of Dollars),2,Mideast,10.2,2013,1566,5925197,Maryland,2108.702352794722,0.0003558872983961077
Other Professional Services (Millions of Dollars),1,New England,9.6,2013,1916,6715158,Massachusetts,2579.995982091116,0.00038420480681037076
Other Professional Services (Millions of Dollars),3,Great Lakes,8.5,2013,2369,9914802,Michigan,3189.9845937233054,0.0003217396165574769
Other Professional Services (Millions of Dollars),4,Plains,9.5,2013,1391,5414722,Minnesota,1873.0555381465251,0.00034591905884485394
Other Professional Services (Millions of Dollars),5,Southeast,10.3,2013,477,2989839,Mississippi,642.3058890696567,0.0002148295908474191
Other Professional Services (Millions of Dollars),4,Plains,9.5,2013,1336,6042989,Missouri,1798.9951106856631,0.0002976995507828432
Other Professional Services (Millions of Dollars),7,Rocky Mountains,9.5,2013,277,1014158,Montana,372.99524375743164,0.00036778809983989836
Other Professional Services (Millions of Dollars),4,Plains,10.0,2013,547,1865813,Nebraska,736.5646149289354,0.0003947687227653229
Other Professional Services (Millions of Dollars),8,Far West,11.9,2013,703,2776956,Nevada,946.626918272471,0.00034088653845162507
Other Professional Services (Millions of Dollars),1,New England,9.7,2013,308,1327272,New Hampshire,414.7383937808265,0.00031247430351941916
Other Professional Services (Millions of Dollars),2,Mideast,10.2,2013,3095,8857821,New Jersey,4167.582236206682,0.0004704974548714274
Other Professional Services (Millions of Dollars),6,Southwest,9.9,2013,500,2092833,New Mexico,673.2766132805625,0.0003217058471844445
Other Professional Services (Millions of Dollars),2,Mideast,9.2,2013,5622,19626488,New York,7570.322239726645,0.0003857196580318723
Other Professional Services (Millions of Dollars),5,Southeast,11.0,2013,2029,9846717,North Carolina,2732.156496692523,0.0002774687742820803
Other Professional Services (Millions of Dollars),4,Plains,9.2,2013,181,723149,North Dakota,243.72613400756364,0.00033703446178804595
Other Professional Services (Millions of Dollars),3,Great Lakes,8.8,2013,2532,11579692,Ohio,3409.472769652769,0.00029443553158864404
Other Professional Services (Millions of Dollars),6,Southwest,9.5,2013,876,3853891,Oklahoma,1179.5806264675457,0.0003060752435571078
Other Professional Services (Millions of Dollars),8,Far West,10.1,2013,1251,3924110,Oregon,1684.5380864279675,0.0004292790177716648
Other Professional Services (Millions of Dollars),2,Mideast,9.7,2013,3792,12779538,Pennsylvania,5106.129835119787,0.0003995551196858436
Other Professional Services (Millions of Dollars),1,New England,10.3,2013,322,1055560,Rhode Island,433.5901389526823,0.00041076787577464316
Other Professional Services (Millions of Dollars),5,Southeast,10.8,2013,879,4766469,South Carolina,1183.6202861472289,0.0002483222457016355
Other Professional Services (Millions of Dollars),4,Plains,9.5,2013,205,842751,South Dakota,276.04341144503064,0.00032755038136416406
Other Professional Services (Millions of Dollars),5,Southeast,10.7,2013,1378,6496943,Tennessee,1855.5503462012305,0.00028560360560362475
Other Professional Services (Millions of Dollars),6,Southwest,10.8,2013,5787,26479646,Texas,7792.50352210923,0.0002942827680592569
Other Professional Services (Millions of Dollars),7,Rocky Mountains,11.4,2013,587,2898773,Utah,790.4267439913804,0.0002726763164936959
Other Professional Services (Millions of Dollars),1,New England,10.2,2013,182,626603,Vermont,245.07268723412477,0.0003911131725097466
Other Professional Services (Millions of Dollars),5,Southeast,10.7,2013,1724,8255861,Virginia,2321.45776259138,0.00028118905618582725
Other Professional Services (Millions of Dollars),8,Far West,10.2,2013,2142,6966252,Washington,2884.3170112939297,0.0004140414402599748
Other Professional Services (Millions of Dollars),5,Southeast,9.3,2013,350,1854768,West Virginia,471.2936292963938,0.0002540984259467458
Other Professional Services (Millions of Dollars),3,Great Lakes,9.6,2013,1388,5738012,Wisconsin,1869.0158784668417,0.0003257253345700291
Other Professional Services (Millions of Dollars),7,Rocky Mountains,10.0,2013,180,582620,Wyoming,242.37958078100252,0.0004160165816158088
Dental Services (Millions of Dollars),5,Southeast,6.3,2013,1264,4831586,Alabama,1702.0432783732622,0.00035227423839154725
Dental Services (Millions of Dollars),8,Far West,7.3,2013,357,737626,Alaska,480.7195018823217,0.0006517117101109799
Dental Services (Millions of Dollars),6,Southwest,8.0,2013,2251,6634690,Arizona,3031.0913129890923,0.0004568550019652904
Dental Services (Millions of Dollars),5,Southeast,7.0,2013,835,2960459,Arkansas,1124.3719441785395,0.0003797964924285523
Dental Services (Millions of Dollars),8,Far West,6.2,2013,15311,38253768,California,20617.076451877387,0.000538955442294662
Dental Services (Millions of Dollars),7,Rocky Mountains,7.5,2013,2198,5270774,Colorado,2959.723991981353,0.0005615349836629977
Dental Services (Millions of Dollars),1,New England,6.1,2013,1716,3595792,Connecticut,2310.685336778891,0.0006426081755504464
Dental Services (Millions of Dollars),2,Mideast,6.9,2013,329,924062,Delaware,443.0160115386102,0.0004794223889074653
Dental Services (Millions of Dollars),2,Mideast,5.9,2013,292,651559,District of Columbia,393.19354215584855,0.0006034657523813631
Dental Services (Millions of Dollars),5,Southeast,7.3,2013,6102,19551678,Florida,8216.667788475987,0.00042025384156162897
Dental Services (Millions of Dollars),5,Southeast,7.5,2013,3084,9975592,Georgia,4152.77015071451,0.0004162931032779318
Dental Services (Millions of Dollars),8,Far West,5.5,2013,488,1408822,Hawaii,657.1179745618291,0.0004664308014510201
Dental Services (Millions of Dollars),7,Rocky Mountains,7.5,2013,598,1612053,Idaho,805.2388294835529,0.0004995113867121943
Dental Services (Millions of Dollars),3,Great Lakes,5.7,2013,4249,12895778,Illinois,5721.504659658221,0.0004436727012250227
Dental Services (Millions of Dollars),3,Great Lakes,6.4,2013,2114,6570575,Indiana,2846.6135209502186,0.0004332365920715034
Dental Services (Millions of Dollars),4,Plains,5.8,2013,984,3093935,Iowa,1325.0083749361472,0.00042825992625447764
Dental Services (Millions of Dollars),4,Plains,6.3,2013,973,2894306,Kansas,1310.1962894439746,0.00045268063896629265
Dental Services (Millions of Dollars),5,Southeast,6.6,2013,1104,4406906,Kentucky,1486.594762123482,0.0003373329864815546
Dental Services (Millions of Dollars),5,Southeast,6.1,2013,1298,4626040,Louisiana,1747.8260880763405,0.00037782338416363466
Dental Services (Millions of Dollars),1,New England,7.2,2013,475,1328543,Maine,639.6127826165344,0.0004814392779281773
Dental Services (Millions of Dollars),2,Mideast,6.8,2013,2220,5925197,Maryland,2989.348162965698,0.0005045145609446737
Dental Services (Millions of Dollars),1,New England,6.7,2013,3178,6715158,Massachusetts,4279.346154011256,0.0006372666367658446
Dental Services (Millions of Dollars),3,Great Lakes,5.0,2013,3535,9914802,Michigan,4760.065655893577,0.00048009689511637014
Dental Services (Millions of Dollars),4,Plains,6.4,2013,2214,5414722,Minnesota,2981.268843606331,0.0005505857629636998
Dental Services (Millions of Dollars),5,Southeast,6.5,2013,684,2989839,Mississippi,921.0424069678096,0.0003080575264981859
Dental Services (Millions of Dollars),4,Plains,6.2,2013,1740,6042989,Missouri,2343.0026142163574,0.0003877224688339425
Dental Services (Millions of Dollars),7,Rocky Mountains,6.5,2013,358,1014158,Montana,482.06605510888284,0.00047533624455842465
Dental Services (Millions of Dollars),4,Plains,6.1,2013,579,1865813,Nebraska,779.6543181788915,0.0004178630538960182
Dental Services (Millions of Dollars),8,Far West,8.4,2013,927,2776956,Nevada,1248.2548410221632,0.00044950472424559957
Dental Services (Millions of Dollars),1,New England,8.0,2013,651,1327272,New Hampshire,876.6061504912925,0.0006604570506205905
Dental Services (Millions of Dollars),2,Mideast,6.0,2013,3556,8857821,New Jersey,4788.3432736513605,0.0005405780127698855
Dental Services (Millions of Dollars),6,Southwest,7.3,2013,636,2092833,New Mexico,856.4078520928756,0.0004092098376186134
Dental Services (Millions of Dollars),2,Mideast,5.7,2013,6920,19626488,New York,9318.148327802986,0.0004747741077162143
Dental Services (Millions of Dollars),5,Southeast,7.9,2013,3359,9846717,North Carolina,4523.07228801882,0.00045934825668482394
Dental Services (Millions of Dollars),4,Plains,7.1,2013,302,723149,North Dakota,406.6590744214598,0.0005623447925966292
Dental Services (Millions of Dollars),3,Great Lakes,5.6,2013,3629,11579692,Ohio,4886.6416591903235,0.0004220010047927288
Dental Services (Millions of Dollars),6,Southwest,6.6,2013,1196,3853891,Oklahoma,1610.4776589671058,0.000417883551705823
Dental Services (Millions of Dollars),8,Far West,6.7,2013,1748,3924110,Oregon,2353.775040028847,0.0005998239193164429
Dental Services (Millions of Dollars),2,Mideast,5.7,2013,3955,12779538,Pennsylvania,5325.61801104925,0.00041673008922930155
Dental Services (Millions of Dollars),1,New England,6.1,2013,347,1055560,Rhode Island,467.25396961671044,0.0004426597915956558
Dental Services (Millions of Dollars),5,Southeast,7.7,2013,1376,4766469,South Carolina,1852.8572397481082,0.00038872742899368656
Dental Services (Millions of Dollars),4,Plains,7.7,2013,334,842751,South Dakota,449.7487776714158,0.0005336674506128332
Dental Services (Millions of Dollars),5,Southeast,6.7,2013,1862,6496943,Tennessee,2507.282107856815,0.00038591720873290943
Dental Services (Millions of Dollars),6,Southwest,7.6,2013,8164,26479646,Texas,10993.260541645026,0.0004151588938026221
Dental Services (Millions of Dollars),7,Rocky Mountains,8.2,2013,1114,2898773,Utah,1500.0602943890935,0.0005174811185246633
Dental Services (Millions of Dollars),1,New England,7.1,2013,268,626603,Vermont,360.87626471838155,0.0005759248913879786
Dental Services (Millions of Dollars),5,Southeast,7.5,2013,3097,8255861,Virginia,4170.275342659805,0.0005051290643895052
Dental Services (Millions of Dollars),8,Far West,6.8,2013,3363,6966252,Washington,4528.458500925064,0.0006500566590076076
Dental Services (Millions of Dollars),5,Southeast,5.7,2013,442,1854768,West Virginia,595.1765261400172,0.00032089001219560466
Dental Services (Millions of Dollars),3,Great Lakes,6.0,2013,2175,5738012,Wisconsin,2928.753267770447,0.0005104125379609605
Dental Services (Millions of Dollars),7,Rocky Mountains,6.4,2013,189,582620,Wyoming,254.49855982005266,0.0004368174106965993
Home Health Care (Millions of Dollars),5,Southeast,11.3,2013,946,4831586,Alabama,1273.8393523268244,0.00026364828284683835
Home Health Care (Millions of Dollars),8,Far West,15.7,2013,150,737626,Alaska,201.98298398416878,0.00027382844962646214
Home Health Care (Millions of Dollars),6,Southwest,12.8,2013,928,6634690,Arizona,1249.601394248724,0.00018834359921092382
Home Health Care (Millions of Dollars),5,Southeast,11.2,2013,500,2960459,Arkansas,673.2766132805625,0.00022742304935841453
Home Health Care (Millions of Dollars),8,Far West,12.2,2013,11006,38253768,California,14820.164811531742,0.0003874171248053719
Home Health Care (Millions of Dollars),7,Rocky Mountains,11.5,2013,947,5270774,Colorado,1275.1859055533855,0.0002419352272651769
Home Health Care (Millions of Dollars),1,New England,9.4,2013,1000,3595792,Connecticut,1346.553226561125,0.0003744802887823114
Home Health Care (Millions of Dollars),2,Mideast,12.3,2013,221,924062,Delaware,297.5882630700086,0.00032204361078586567
Home Health Care (Millions of Dollars),2,Mideast,12.8,2013,378,651559,District of Columbia,508.9971196401053,0.0007811988164388878
Home Health Care (Millions of Dollars),5,Southeast,10.9,2013,5725,19551678,Florida,7709.017222062442,0.0003942892892396469
Home Health Care (Millions of Dollars),5,Southeast,11.9,2013,1706,9975592,Georgia,2297.2198045132795,0.0002302840577795563
Home Health Care (Millions of Dollars),8,Far West,11.5,2013,201,1408822,Hawaii,270.65719853878613,0.00019211596535175212
Home Health Care (Millions of Dollars),7,Rocky Mountains,11.7,2013,278,1612053,Idaho,374.34179698399277,0.00023221432358861202
Home Health Care (Millions of Dollars),3,Great Lakes,10.1,2013,2806,12895778,Illinois,3778.428353730517,0.0002929973169304339
Home Health Care (Millions of Dollars),3,Great Lakes,11.4,2013,1039,6570575,Indiana,1399.0688023970092,0.000212929431959457
Home Health Care (Millions of Dollars),4,Plains,11.6,2013,504,3093935,Iowa,678.6628261868071,0.00021935264515473245
Home Health Care (Millions of Dollars),4,Plains,11.0,2013,431,2894306,Kansas,580.364440647845,0.0002005193786171348
Home Health Care (Millions of Dollars),5,Southeast,11.7,2013,660,4406906,Kentucky,888.7251295303427,0.0002016664593096251
Home Health Care (Millions of Dollars),5,Southeast,12.9,2013,1278,4626040,Louisiana,1720.895023545118,0.0003720017603706665
Home Health Care (Millions of Dollars),1,New England,9.3,2013,250,1328543,Maine,336.63830664028126,0.00025338909364640906
Home Health Care (Millions of Dollars),2,Mideast,9.5,2013,1010,5925197,Maryland,1360.0187588267363,0.0002295313993487029
Home Health Care (Millions of Dollars),1,New England,12.7,2013,4036,6715158,Massachusetts,5434.688822400701,0.0008093165972268561
Home Health Care (Millions of Dollars),3,Great Lakes,12.8,2013,2806,9914802,Michigan,3778.428353730517,0.00038108964291273963
Home Health Care (Millions of Dollars),4,Plains,14.5,2013,2557,5414722,Minnesota,3443.136600316797,0.0006358842799901448
Home Health Care (Millions of Dollars),5,Southeast,10.6,2013,614,2989839,Mississippi,826.7836811085308,0.0002765311714472019
Home Health Care (Millions of Dollars),4,Plains,9.8,2013,1312,6042989,Missouri,1766.6778332481963,0.0002923516546609958
Home Health Care (Millions of Dollars),7,Rocky Mountains,11.1,2013,153,1014158,Montana,206.02264366385214,0.00020314649557943846
Home Health Care (Millions of Dollars),4,Plains,10.6,2013,185,1865813,Nebraska,249.11234691380815,0.00013351410184933224
Home Health Care (Millions of Dollars),8,Far West,15.5,2013,676,2776956,Nevada,910.2699811553207,0.00032779416784253
Home Health Care (Millions of Dollars),1,New England,10.0,2013,253,1327272,New Hampshire,340.6779663199647,0.00025667532074809436
Home Health Care (Millions of Dollars),2,Mideast,7.8,2013,2146,8857821,New Jersey,2889.7032242001746,0.0003262318378526925
Home Health Care (Millions of Dollars),6,Southwest,13.6,2013,463,2092833,New Mexico,623.4541438978009,0.00029789961449279564
Home Health Care (Millions of Dollars),2,Mideast,9.2,2013,8659,19626488,New York,11659.804388792782,0.0005940851154211992
Home Health Care (Millions of Dollars),5,Southeast,13.7,2013,1886,9846717,North Carolina,2539.599385294282,0.00025791331113652217
Home Health Care (Millions of Dollars),4,Plains,10.1,2013,54,723149,North Dakota,72.71387423430076,0.00010055171788151647
Home Health Care (Millions of Dollars),3,Great Lakes,11.0,2013,2909,11579692,Ohio,3917.123336066313,0.0003382752612130196
Home Health Care (Millions of Dollars),6,Southwest,9.8,2013,773,3853891,Oklahoma,1040.8856441317498,0.0002700869443717401
Home Health Care (Millions of Dollars),8,Far West,10.5,2013,605,3924110,Oregon,814.6647020694807,0.00020760496063297937
Home Health Care (Millions of Dollars),2,Mideast,9.9,2013,2828,12779538,Pennsylvania,3808.052524714862,0.0002979804531834298
Home Health Care (Millions of Dollars),1,New England,8.8,2013,255,1055560,Rhode Island,343.3710727730869,0.00032529754137432915
Home Health Care (Millions of Dollars),5,Southeast,10.5,2013,1004,4766469,South Carolina,1351.9394394673695,0.00028363542057388173
Home Health Care (Millions of Dollars),4,Plains,11.3,2013,64,842751,South Dakota,86.179406499912,0.00010225963125515367
Home Health Care (Millions of Dollars),5,Southeast,12.1,2013,1362,6496943,Tennessee,1834.0054945762524,0.0002822874534340616
Home Health Care (Millions of Dollars),6,Southwest,13.3,2013,7435,26479646,Texas,10011.623239481965,0.0003780875031139754
Home Health Care (Millions of Dollars),7,Rocky Mountains,16.9,2013,552,2898773,Utah,743.297381061741,0.0002564179330571042
Home Health Care (Millions of Dollars),1,New England,10.4,2013,182,626603,Vermont,245.07268723412477,0.0003911131725097466
Home Health Care (Millions of Dollars),5,Southeast,11.3,2013,1249,8255861,Virginia,1681.8449799748453,0.00020371527330400127
Home Health Care (Millions of Dollars),8,Far West,10.4,2013,1190,6966252,Washington,1602.398339607739,0.00023002302236665268
Home Health Care (Millions of Dollars),5,Southeast,12.6,2013,486,1854768,West Virginia,654.4248681087068,0.0003528338143146242
Home Health Care (Millions of Dollars),3,Great Lakes,11.3,2013,1271,5738012,Wisconsin,1711.46915095919,0.0002982686601141981
Home Health Care (Millions of Dollars),7,Rocky Mountains,7.7,2013,37,582620,Wyoming,49.82246938276163,8.55145195543607e-05
Prescription Drugs (Millions of Dollars),5,Southeast,10.0,2013,5394,4831586,Alabama,7263.308104070708,0.0015032968685791185
Prescription Drugs (Millions of Dollars),8,Far West,9.8,2013,345,737626,Alaska,464.5608631635881,0.0006298054341408629
Prescription Drugs (Millions of Dollars),6,Southwest,11.0,2013,3664,6634690,Arizona,4933.771022119962,0.000743632486539682
Prescription Drugs (Millions of Dollars),5,Southeast,9.1,2013,2540,2960459,Arkansas,3420.245195465258,0.0011553090907407458
Prescription Drugs (Millions of Dollars),8,Far West,9.6,2013,26067,38253768,California,35100.60295676885,0.0009175724325187744
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.5,2013,2318,5270774,Colorado,3121.310379168688,0.0005921920346364098
Prescription Drugs (Millions of Dollars),1,New England,10.2,2013,4277,3595792,Connecticut,5759.208150001932,0.001601652195121946
Prescription Drugs (Millions of Dollars),2,Mideast,12.2,2013,1090,924062,Delaware,1467.7430169516263,0.0015883598903013284
Prescription Drugs (Millions of Dollars),2,Mideast,9.5,2013,593,651559,District of Columbia,798.5060633507472,0.0012255314765826997
Prescription Drugs (Millions of Dollars),5,Southeast,11.2,2013,17120,19551678,Florida,23052.991238726463,0.0011790799356825774
Prescription Drugs (Millions of Dollars),5,Southeast,10.4,2013,7648,9975592,Georgia,10298.439076739485,0.0010323637009953378
Prescription Drugs (Millions of Dollars),8,Far West,10.5,2013,1174,1408822,Hawaii,1580.8534879827607,0.0011221101657858557
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.9,2013,962,1612053,Idaho,1295.3842039518024,0.0008035617960152689
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.2,2013,10148,12895778,Illinois,13664.822143142297,0.0010596353429116333
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.3,2013,5704,6570575,Indiana,7680.739604304657,0.0011689600383991748
Prescription Drugs (Millions of Dollars),4,Plains,9.2,2013,2726,3093935,Iowa,3670.704095605627,0.0011864192672456362
Prescription Drugs (Millions of Dollars),4,Plains,9.5,2013,2538,2894306,Kansas,3417.5520890121356,0.001180784647170042
Prescription Drugs (Millions of Dollars),5,Southeast,9.2,2013,4048,4406906,Kentucky,5450.847461119435,0.0012368876170990339
Prescription Drugs (Millions of Dollars),5,Southeast,9.2,2013,4688,4626040,Louisiana,6312.641526118555,0.0013645886170717406
Prescription Drugs (Millions of Dollars),1,New England,10.0,2013,1175,1328543,Maine,1582.200041209322,0.0011909287401381228
Prescription Drugs (Millions of Dollars),2,Mideast,10.1,2013,5414,5925197,Maryland,7290.239168601931,0.001230379204033542
Prescription Drugs (Millions of Dollars),1,New England,10.0,2013,6540,6715158,Massachusetts,8806.458101709759,0.0013114297685489693
Prescription Drugs (Millions of Dollars),3,Great Lakes,8.7,2013,7944,9914802,Michigan,10697.018831801579,0.001078893842943266
Prescription Drugs (Millions of Dollars),4,Plains,9.7,2013,4083,5414722,Minnesota,5497.976824049074,0.0010153756414547366
